0,1,2,3,4,5,6,7,8,9,10,,,
Листопад,06.11,4,чт,"🕃 Св. Павла, архиєп. Царгородського, ісп.","святого Павла, архиєпископа Царгородського, ісповідника",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого Павла, архиєпископа Царгородського, ісповідника, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, і святого, якого є храм, і святого Павла, архиєпископа Царгородського, ісповідника, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Листопад,07.11,5,пт,"Свв. тридцяти трьох мчч., що в Мелітині Прп. і чудотв. Лазаря, що постив на Галисійській горі","святих тридцяти трьох мучеників, що в Мелітині, преподобного отця нашого і чудотворця Лазаря, що постив на Галисійській горі",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих тридцяти трьох мучеників, що в Мелітині, преподобного отця нашого і чудотворця Лазаря, що постив на Галисійській горі, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і святих тридцяти трьох мучеників, що в Мелітині, преподобного отця нашого і чудотворця Лазаря, що постив на Галисійській горі, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Листопад,08.11,6,сб,🕁 Собор св. архистр. Михаїла та інших безтілесних сил</i>,собору святого архистратига Михаїла та інших безтілесних сил,так,свято,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і собору святого архистратига Михаїла та інших безтілесних сил, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, і святого, якого є храм, і собору святого архистратига Михаїла та інших безтілесних сил, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм,",
Листопад,09.11,7,нд,"Неділя 22-га по Зісланні Святого Духа. Свв. мчч. Онисифора й Порфирія Прп. Матрони Прп. Теоктисти, що з Лезви","святих мучеників Онисифора й Порфирія, преподобної матері нашої Матрони, преподобної Теоктисти, що з Лезви",ні,,,,"Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих мучеників Онисифора й Порфирія, преподобної матері нашої Матрони, преподобної Теоктисти, що з Лезви, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, і святого, якого є храм, і святих мучеників Онисифора й Порфирія, преподобної матері нашої Матрони, преподобної Теоктисти, що з Лезви, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Листопад,10.11,1,пн,"Свв. апп. Ераста, Олімпа, Родіона і тих, що з ними","святих апостолів Ераста, Олімпа, Родіона і тих, що з ними",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих апостолів Ераста, Олімпа, Родіона і тих, що з ними, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, і святого, якого є храм, і святих апостолів Ераста, Олімпа, Родіона і тих, що з ними, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Листопад,11.11,2,вв,"Свв. мчч. Мини, Віктора й Вінкентія Св. мц. Стефаніди Прп. й ісп. Теодора Студійського","святих мучеників Мини, Віктора й Вінкентія, святої мучениці Стефаніди, преподобного отця нашого й ісповідника Теодора Студійського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих мучеників Мини, Віктора й Вінкентія, святої мучениці Стефаніди, преподобного отця нашого й ісповідника Теодора Студійського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, і святого, якого є храм, і святих мучеників Мини, Віктора й Вінкентія, святої мучениці Стефаніди, преподобного отця нашого й ісповідника Теодора Студійського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Листопад,12.11,3,ср,"🕁 Св. сщмч. Йосафата, архиєп. Полоцького 🕃 Св. Івана Милостивого, патр. Олександрійського Прп. Ніла Блаж. сщмч. Григорія Лакоти, єп.","святого священномученика Йосафата, архиєпископа Полоцького, якого сьогодні пам'ять світло звершуємо, святого отця нашого Івана Милостивого, патріарха Олександрійського, преподобного отця нашого Ніла, блаженного священномученика Григорія Лакоти, єпископа",так,свято,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого священномученика Йосафата, архиєпископа Полоцького, якого сьогодні пам'ять світло звершуємо, святого отця нашого Івана Милостивого, патріарха Олександрійського, преподобного отця нашого Ніла, блаженного священномученика Григорія Лакоти, єпископа, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, і святого, якого є храм, і святого священномученика Йосафата, архиєпископа Полоцького, якого сьогодні пам'ять світло звершуємо, святого отця нашого Івана Милостивого, патріарха Олександрійського, преподобного отця нашого Ніла, блаженного священномученика Григорія Лакоти, єпископа, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм,",
Листопад,13.11,4,чт,"🕂 Св. Івана Золотоустого, архиєп. Царгородського",,так,свято,"святого отця нашого Йоана Золотоустого, архиєпископа Константинополя","святого отця нашого Йоана Золотоустого, архиєпископа Константинополя, якого сьогодні пам'ять торжественно звершуємо","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, якого сьогодні пам'ять світло звершуємо, і святого, якого є храм, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, якого сьогодні пам'ять світло звершуємо, і святого, якого є храм, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, якого сьогодні пам'ять світло звершуємо, і святого, якого є храм,",
Листопад,14.11,5,пт,🕂 Св. і всехв. ап. Филипа,"святого і всехвального апостола Филипа, якого сьогодні пам'ять світло звершуємо",так,свято,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого і всехвального апостола Филипа, якого сьогодні пам'ять світло звершуємо, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, і святого, якого є храм, і святого і всехвального апостола Филипа, якого сьогодні пам'ять світло звершуємо, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм,",
Листопад,15.11,6,сб,"Свв. мчч. та ісп. Гурія, Самона й Авіва Початок Різдвяного посту</i>","святих мучеників та ісповідників Гурія, Самона й Авіва",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і святих мучеників та ісповідників Гурія, Самона й Авіва, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і святих мучеників та ісповідників Гурія, Самона й Авіва, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Листопад,16.11,7,нд,Неділя 23-тя по Зісланні Святого Духа. 🕂 Св. ап. і єв. Матея,"святого апостола і євангелиста Матея, якого сьогодні пам'ять світло звершуємо",так,свято,,,"Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого апостола і євангелиста Матея, якого сьогодні пам'ять світло звершуємо, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, і святого, якого є храм, і святого апостола і євангелиста Матея, якого сьогодні пам'ять світло звершуємо, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм,",
Листопад,17.11,1,пн,"Св. Григорія, єп. Неокесарійського, чудотв.","святого отця нашого Григорія, єпископа Неокесарійського, чудотворця, блаженного священномученика Йосафата (Коциловського), єпископа Перемишльського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого отця нашого Григорія, єпископа Неокесарійського, чудотворця, блаженного священномученика Йосафата (Коциловського), єпископа Перемишльського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, і святого, якого є храм, і святого отця нашого Григорія, єпископа Неокесарійського, чудотворця, блаженного священномученика Йосафата (Коциловського), єпископа Перемишльського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Листопад,18.11,2,вв,Свв. мчч. Платона й Романа,святих мучеників Платона й Романа,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих мучеників Платона й Романа, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, і святого, якого є храм, і святих мучеників Платона й Романа, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Листопад,19.11,3,ср,Св. прор. Авдія Св. мч. Варлаама,"святого пророка Авдія, святого мученика Варлаама",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого пророка Авдія, святого мученика Варлаама, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і святого пророка Авдія, святого мученика Варлаама, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Листопад,20.11,4,чт,"🕂 Прп. Йосафати Гордашевської Передсвяття Введення у храм Пресвятої Богородиці Прп. Григорія Декаполіта Св. Прокла, архиєп. Царгородського Блаж. сщмч. Йосафата Коциловського, єп. Перемишльського","преподобної матері нашої Йосафати Гордашевської, якого сьогодні пам'ять світло звершуємо,  преподобного Григорія Декаполіта, святого отця нашого Прокла, архиєпископа Царгородського",так,свято,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобної матері нашої Йосафати Гордашевської, якого сьогодні пам'ять світло звершуємо,  преподобного Григорія Декаполіта, святого отця нашого Прокла, архиєпископа Царгородського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, і святого, якого є храм, і преподобної матері нашої Йосафати Гордашевської, якого сьогодні пам'ять світло звершуємо,  преподобного Григорія Декаполіта, святого отця нашого Прокла, архиєпископа Царгородського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм,",
Листопад,21.11,5,пт,🕀 Введення у храм Пресвятої Владичиці нашої Богородиці і Приснодіви Марії,,так,свято,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Введення в храм сьогодні торжественне свято світло звершуємо, святих, славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Введення в храм сьогодні торжественне свято світло звершуємо, святих, славних і всехвальних апостолів, і святого, якого є храм, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Христос, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Введення в храм сьогодні торжественне свято світло звершуємо, святих, славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм,",
Листопад,22.11,6,сб,"Св. ап. Филимона і тих, що з ним","святого апостола Филимона і тих, що з ним",так,посвяття,"молитвами пречистої своєї Матері, ","молитвами пречистої Своєї Матері, якої Введення в храм свято звершуємо, ","Священник: Христос, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Введення в храм свято звершуємо, святих, славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого апостола Филимона і тих, що з ним, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Введення в храм свято звершуємо, святих, славних і всехвальних апостолів, і святого, якого є храм, і святого апостола Филимона і тих, що з ним, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Христос, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Введення в храм сьогодні торжественне свято світло звершуємо, святих, славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, ",
Листопад,23.11,7,нд,"Неділя 24-та по Зісланні Святого Духа. Свв. Амфілохія, єп. Іконійського, і Григорія, єп. Акрагантійського","святих отців наших Амфілохія, єпископа Іконійського, і Григорія, єпископа Акрагантійського",так,посвяття,"молитвами пречистої своєї Матері, ","молитвами пречистої Своєї Матері, якої Введення в храм свято звершуємо, ","Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Введення в храм свято звершуємо, святих, славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих отців наших Амфілохія, єпископа Іконійського, і Григорія, єпископа Акрагантійського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Введення в храм свято звершуємо, святих, славних і всехвальних апостолів, і святого, якого є храм, і святих отців наших Амфілохія, єпископа Іконійського, і Григорія, єпископа Акрагантійського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Христос, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Введення в храм сьогодні торжественне свято світло звершуємо, святих, славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, ",
Листопад,24.11,1,пн,🕃 Св. вмц. Катерини Св. вмч. Меркурія,"святої великомучениці Катерини, святого великомученика Меркурія",так,посвяття,"молитвами пречистої своєї Матері, ","молитвами пречистої Своєї Матері, якої Введення в храм свято звершуємо, ","Священник: Христос, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Введення в храм свято звершуємо, святих, славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святої великомучениці Катерини, святого великомученика Меркурія, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Введення в храм свято звершуємо, святих, славних і всехвальних апостолів, і святого, якого є храм, і святої великомучениці Катерини, святого великомученика Меркурія, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Христос, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Введення в храм сьогодні торжественне свято світло звершуємо, святих, славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, ",
Листопад,25.11,2,вв,"Свв. сщмчч. Климента, папи Римського, і Петра, єп. Олександрійського Віддання Введення у храм Пресв. Богородиці</i>","святих отців наших і священномучеників Климента, папи Римського, і Петра, єпископа Олександрійського,",так,віддання,"молитвами пречистої своєї Матері, ","молитвами пречистої Своєї Матері, якої Введення в храм свято звершуємо, ","Священник: Христос, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Введення в храм свято звершуємо, святих, славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих отців наших і священномучеників Климента, папи Римського, і Петра, єпископа Олександрійського,, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Введення в храм свято звершуємо, святих, славних і всехвальних апостолів, і святого, якого є храм, і святих отців наших і священномучеників Климента, папи Римського, і Петра, єпископа Олександрійського,, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Листопад,26.11,3,ср,"Прп. Аліпія Стовпника Пам’ять посвячення храму Св. вмч. Юрія, що в Києві перед воротами Св. Софії","преподобного отця нашого Аліпія Стовпника, святого великомученика Юрія, що в його чесить у Києві перед воротами Святої Софії храму посвячення пам’ять творимо",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого Аліпія Стовпника, святого великомученика Юрія, що в його чесить у Києві перед воротами Святої Софії храму посвячення пам’ять творимо, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і преподобного отця нашого Аліпія Стовпника, святого великомученика Юрія, що в його чесить у Києві перед воротами Святої Софії храму посвячення пам’ять творимо, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Листопад,27.11,4,чт,Св. вмч. Якова Перського Прп. Палладія,"святого великомученика Якова Перського, преподобного отця нашого Палладія",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого великомученика Якова Перського, преподобного отця нашого Палладія, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, і святого, якого є храм, і святого великомученика Якова Перського, преподобного отця нашого Палладія, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Листопад,28.11,5,пт,🕃 Прпмч. Стефана Нового Св. мч. Іринарха,"преподобномученика Стефана Нового, святого мученика Іринарха",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобномученика Стефана Нового, святого мученика Іринарха, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і преподобномученика Стефана Нового, святого мученика Іринарха, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Листопад,29.11,6,сб,"Св. мч. Парамона Св. мч. Філумена Прп. Акакія, що згадується в «Ліствиці»","святого мученика Парамона, святого мученика Філумена, преподобного Акакія, що згадується в «Ліствиці»",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і святого мученика Парамона, святого мученика Філумена, преподобного Акакія, що згадується в «Ліствиці», і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і святого мученика Парамона, святого мученика Філумена, преподобного Акакія, що згадується в «Ліствиці», і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
